Date,Hour,Total,Flow,Dam,Wind,Solar,Jeo,ren/tot
01.01.2021,0,29.48811,0.6860700000000001,1.55139,4.836189999999999,0.0,1.23801,28.186479228407652
01.01.2021,1,28.065759999999997,0.7039,1.3876300000000001,4.8264499999999995,0.0,1.2440499999999999,29.08180644315351
01.01.2021,2,26.52708,0.66726,1.50796,4.750109999999999,0.0,1.24675,30.806556922209303
01.01.2021,3,25.327189999999998,0.65191,1.65286,4.432180000000001,0.0,1.24866,31.529790711089547
01.01.2021,4,24.719720000000002,0.6709400000000001,1.61538,4.32198,0.0,1.2469700000000001,31.777342138179556
01.01.2021,5,24.62781,0.73599,1.48647,4.347,0.0,1.24919,31.747240213401028
01.01.2021,6,24.69018,0.85461,1.45302,4.00425,0.00038,1.24774,30.619460854477364
01.01.2021,7,24.97913,0.86094,1.58199,3.7874299999999996,0.01345,1.25378,30.015416870003072
01.01.2021,8,24.545270000000002,0.85025,1.21949,3.94916,0.06669,1.25558,29.908695239449393
01.01.2021,9,24.68939,0.76247,1.20057,3.81987,0.1676,1.25231,29.173746293448318
01.01.2021,10,25.19753,0.78532,1.5600999999999998,3.26561,0.23326,1.24615,28.13942477695234
01.01.2021,11,26.42799,0.9314,2.5402,3.08605,0.25924,1.22928,30.44563737158974
01.01.2021,12,26.490389999999998,0.9536,3.02133,2.8430500000000003,0.25827,1.22113,31.322226664084603
01.01.2021,13,27.17133,0.9578,3.07811,2.7191799999999997,0.23041,1.21503,30.180819267956338
01.01.2021,14,27.84609,0.89903,2.84843,2.5277,0.17298,1.2094500000000001,27.49969564847345
01.01.2021,15,28.58831,0.9657,2.9894000000000003,2.11138,0.12440999999999999,1.2051800000000001,25.870959143789896
01.01.2021,16,29.90389,0.97235,3.21266,1.68972,0.039229999999999994,1.21527,23.840476941294263
01.01.2021,17,31.83926,1.19074,5.15355,1.37981,0.00319,1.22591,28.120000276388335
01.01.2021,18,33.42251,1.24031,6.5453,1.34753,0.0,1.23319,31.016012860793516
01.01.2021,19,33.09609,1.25261,6.215109999999999,1.26585,0.0,1.23717,30.12664033727247
01.01.2021,20,32.27929,1.15329,5.57313,1.26236,0.0,1.2385599999999999,28.585944734224327
01.01.2021,21,31.56873,1.0584,4.89753,1.28604,0.0,1.24427,26.88179093679093
01.01.2021,22,31.103450000000002,1.02627,4.42624,1.21927,0.0,1.2439500000000001,25.449684842035207
01.01.2021,23,30.25184,0.9642999999999999,3.63173,1.2016,0.0,1.2310999999999999,23.234057829209725
02.01.2021,0,28.91955,0.63255,2.83712,1.1334000000000002,0.0,1.2526199999999998,20.24820579849963
02.01.2021,1,27.55481,0.61798,1.53889,1.0001799999999998,0.0,1.2526,16.003195086447704
02.01.2021,2,26.416169999999997,0.56763,1.3358800000000002,0.97275,0.0,1.25484,15.63852746253526
02.01.2021,3,25.76482,0.53227,1.34736,1.00612,0.0,1.25542,16.07296305582573
02.01.2021,4,25.308889999999998,0.52754,1.2094200000000002,0.9121900000000001,0.0,1.25438,15.423552751622061
02.01.2021,5,25.33059,0.5286900000000001,1.25561,0.79283,0.0,1.25292,15.120255785593624
02.01.2021,6,25.56106,0.56475,1.3009300000000001,0.7790900000000001,0.0006,1.2538,15.254336087783527
02.01.2021,7,26.154529999999998,0.56886,1.3639100000000002,0.82512,0.01105,1.2551700000000001,15.385900645127252
02.01.2021,8,26.849259999999997,0.61221,1.9002999999999999,0.94745,0.04693,1.25173,17.7234679838476
02.01.2021,9,27.65193,0.7417999999999999,2.60343,0.98,0.11531,1.24586,20.564206549054617
02.01.2021,10,28.27986,0.7218300000000001,3.36355,0.9095700000000001,0.19862,1.23802,22.742651484130402
02.01.2021,11,28.98602,0.79007,3.89013,0.7679199999999999,0.23404,1.22882,23.842459226896278
02.01.2021,12,28.600450000000002,0.7436499999999999,3.82022,0.72966,0.23911000000000002,1.21564,23.59501336517432
02.01.2021,13,29.031470000000002,0.6970299999999999,3.91751,0.66535,0.22869,1.20794,23.135307995082577
02.01.2021,14,29.62882,0.66973,4.32346,0.64622,0.20511000000000001,1.19949,23.77418337956085
02.01.2021,15,29.947869999999998,0.65078,4.72806,0.65104,0.14298,1.1940899999999999,24.599245288563097
02.01.2021,16,31.17284,0.72674,5.637359999999999,0.6702100000000001,0.05136,1.19698,26.570084727602616
02.01.2021,17,33.20084,0.85346,7.6436,0.77086,0.00394,1.21101,31.5741107755105
02.01.2021,18,35.05656,0.9634299999999999,9.196,0.87207,0.0,1.2266199999999998,34.96669382278239
02.01.2021,19,34.50764,0.94352,8.33253,0.95314,0.0,1.2302,33.20826924124628
02.01.2021,20,33.49694,1.0070599999999998,7.22112,1.0787200000000001,0.0,1.2378900000000002,31.479860548456067
02.01.2021,21,32.69104,0.8769199999999999,6.4780299999999995,1.14632,0.0,1.2463199999999999,29.817313857252625
02.01.2021,22,32.192009999999996,0.74787,5.60233,1.26042,0.0,1.24295,27.502383355372967
02.01.2021,23,30.84352,0.7051499999999999,4.44054,1.30529,0.0,1.2288299999999999,24.899265712862864
03.01.2021,0,29.64236,0.5864,3.1015,1.29668,0.0,1.25147,21.037629932299588
03.01.2021,1,28.01273,0.5265599999999999,1.5122,1.32223,0.0,1.25085,16.463372188287252
03.01.2021,2,26.90812,0.42626,1.0049299999999999,1.37182,0.0,1.25658,15.086858539355406
